mysql: [Warning] Using a password on the command line interface can be insecure.
TÍTULO;AUTOR;EDITORA;CLASSIF#;ASSUNTOS;TRADUTOR;data;LOCAL DA EDIÇÃO;ED#;volume;pag;serie;notas;idioma;medida;isbn;tombo;notasexe;fundo;CAT#AUT#
La cultura hispanoárabe en Oriente y Occidente;Vernet, Juan;Ariel;946;História; cultura árabe; Espanha; invasão árabe ;NULL;1978;Barcelona;NULL;NULL;395p.;Ariel-Historia, 14;NULL;Espanhol;NULL;84-344-7807-2;234;NULL;138;NULL
El anarquismo;Woodcock, George;Ariel;320.57;História; Anarquismo;Capella, Juan Ramón ;1979;Barcelona;NULL;NULL;506p.;Ariel-Historia, 15;Bibliografia;Espanhol;NULL;84-344-6513-2;235;NULL;138;NULL
Historia económica de Europa (2) siglos XVI y XVII;Cipolla, Carlo M.;Ariel;330.9;História; Economia; Europa; século XVI; século XVII;Pérez, Alejandro ;1979;Barcelona;NULL;NULL;515p.; tab.;Ariel-Historia, 17;NULL;Espanhol;NULL;84-344-6523-x;236;NULL;138;NULL
Politica Española y comercio colonial 1700-1789;Walker, Geoffrey;Ariel;946;História; Espanha; Comércio; século XVIII; Comércio marítimo;Beltrán, Jordi ;1979;Barcelona;NULL;NULL;352p.; il.; mapas; tab.;Ariel-Historia, 25;NULL;Espanhol;NULL;84-344-6524-8;237;NULL;138;NULL
Dicionario enciclopédico Ilustrado Ercilla;Sanchez, Luis Alberto;Ercilla;036.1;Dicionário; dicionário enciclopédico; espanhol;NULL;1945;Santiago de Chile;4.ed.;NULL;1519p.; il.; mapa;NULL;NULL;Espanhol;NULL;NULL;238;NULL;138;NULL
E a Bíblia tinha razão...: pesquisas arqueológicas demonstram a verdade histórica dos livros sagrados;Keller, Werner;Edições Melhoramentos;296.72;Bíblia;Távora, João ;NULL;São Paulo;NULL;NULL;367p.; il.; mapa;NULL;Bibliografia;Português;NULL;NULL;239;NULL;138;NULL
História do socialismo e das lutas sociais;Beer, Max;Editorial Calvino;320.531;História; Socialismo;Mello, Horacio ;1944;Rio de Janeiro;NULL;v. 1 ;323p.;Coleção de estudos sociais, 1;v. 1, Antigüidade e Idade média;Português;NULL;NULL;240;NULL;138;NULL
Historia de socialismo e das lutas sociais: tempos modernos (do século XIV ao XVIII e de 1740 a 1850) ;Beer, Max;Editorial Calvino;320.531;História; Socialismo;Mello, Horacio ;1944;Rio de Janeiro;NULL;v. 2 ;747p.;Coleção de estudos sociais, 2 ;v. 2, Época contemporânea ;Português;NULL;NULL;241;NULL;138;NULL
Poesia e Prosa: Obras completas;Poe, Edgar Allan;Globo;811.3;Literatura Inglesa; Poesia; Estados Unidos;Mendes, Oscar ; Amado, Milton ;1944;Porto Alegre;NULL;v. 1;483p.;Biblioteca dos séculos;NULL;Português;NULL;NULL;242;NULL;138;NULL
Poesia e Prosa: Obras completas;Poe, Edgar Allan;Globo;811.3;Literatura Inglesa; Poesia; Estados Unidos;Mendes, Oscar ; Amado, Milton ;1944;Porto Alegre;NULL;v. 2;474p.;Biblioteca dos séculos;NULL;Português;NULL;NULL;243;NULL;138;NULL
Poesia e Prosa: Obras completas;Poe, Edgar Allan;Globo;811.3;Literatura Inglesa; Poesia; Estados Unidos;Mendes, Oscar ; Amado, Milton ;1944;Porto Alegre;NULL;v. 3;469p.;Biblioteca dos séculos;NULL;Português;NULL;NULL;244;NULL;138;NULL
Historia sincera da República 1889 a 1930;Basbaum, Leoncio;Livraria São José;981.05;História; Brasil; República; século XX;NULL;1958;Rio de Janeiro;NULL;NULL;357p.;NULL;NULL;Português;NULL;NULL;245;NULL;138;NULL
A Etica Protestante e o espirito do capitalismo;Weber, Max;Biblioteca pioneira;261.8;Sociologia; religião; capitalismo; calvinismo;NULL;1967;São Paulo;NULL;NULL;233p.;Biblioteca  Pioneira de ciências sociais;NULL;Português;NULL;NULL;246;NULL;138;NULL
A inquisição portuguesa e a sociedade colonial;Siqueira, Sonia;Editora Atica;272.20981;Inquisição; Portugal; Brasil; História; Período colonial;NULL;1978;São Paulo;NULL;NULL;397p.;Ensaios, 56;NULL;Português;NULL;NULL;247;NULL;138;NULL
